0.92229686,0.92229686,2.26484,-0.92229686,-0.92229686,2.26484,0.92229686,-0.92229686,-2.26484,-0.92229686,0.92229686,-2.26484,-3.09311634,-3.09311634,-3.624345,3.09311634,3.09311634,-3.624345,-3.09311634,3.09311634,3.624345,3.09311634,-3.09311634,3.624345,1.61012521,1.61012521,-2.14525878,-1.61012521,-1.61012521,-2.14525878,1.61012521,-1.61012521,2.14525878,-1.61012521,1.61012521,2.14525878,-4.43596708,-0.0,-0.0,4.43596708,0.0,-0.0,-0.0,4.43596708,0.0,0.0,-4.43596708,-0.0,-1.85808194,0.0,-0.0,1.85808194,0.0,0.0,0.0,1.85808194,0.0,-0.0,-1.85808194,-0.0,-1547.417307
-1e-08,-1e-08,-0.34250054,3e-08,-2e-08,-2.97907965,-2.28381435,1.31857881,-2.03776888,-1.419e-05,-2.63712933,-2.03776866,2.28382856,1.31855416,-2.03776889,2.1768099,-1.25676597,-2.01591734,-1.545e-05,2.51355511,-2.01591726,-2.17679445,-1.25679279,-2.01591732,1.31879839,-0.7614089,2.34490116,2.5e-07,1.52281738,2.34490117,-1.31879864,-0.76140847,2.34490116,-2.67265524,1.54305772,2.35451591,3.7e-07,-3.08611624,2.3545162,2.67265487,1.54305837,2.35451591,2.71950615,0.00010489,0.23072912,-1.35984392,2.35510898,0.23072881,-1.35966229,-2.35521378,0.23072856,1.35966193,-2.3552148,0.23073322,-2.71950687,0.00010569,0.23073383,1.35984495,2.35510919,0.23073347,-1555.845105
0.0,2.77e-06,2.69410366,0.0,4.45e-06,-0.49542683,-2.2394561,1.29295121,2.28649314,0.0,-2.58590387,2.28649342,2.2394561,1.29295121,2.28649314,4.0233698,-2.32289356,0.21402994,0.0,4.64579711,0.21403327,-4.0233698,-2.32289356,0.21402994,1.927741,-1.11298172,1.22805576,0.0,2.22595724,1.22806387,-1.927741,-1.11298172,1.22805576,-2.25739383,1.30330701,-0.33659243,0.0,-2.6066171,-0.3365912,2.25739383,1.30330701,-0.33659243,-1.31731934,0.76056138,-2.75196403,0.0,-1.5211149,-2.75196736,1.31731934,0.76056138,-2.75196403,2.22452241,-1.2843289,-1.37291276,-0.0,2.56864345,-1.37292803,-2.22452242,-1.2843289,-1.37291276,-1554.635058
3.87104954,-0.29766496,0.2160869,-3.87104923,0.29766507,0.21608314,-1.03343062,4.68048006,0.01770692,1.03342997,-4.68048077,0.01770688,1.29695753,-0.06484781,-0.03822624,-1.29693322,0.06487084,-0.03820409,0.22870042,2.377903,-0.03880929,-0.22869986,-2.37790607,-0.03881032,-2.83635992,-2.08627556,-0.09070701,2.83635609,2.08627366,-0.0907067,2.39565807,-2.45422354,0.07352998,-2.39565561,2.45422366,0.07353013,-1.05356798,1.32565518,2.22324293,1.05357095,-1.32565792,2.22325023,-1.56878803,-1.34052245,2.13311718,1.56876611,1.34051228,2.13309783,1.45094451,1.30115202,-2.25557163,-1.45094501,-1.30115563,-2.25557828,1.19232905,-1.44780235,-2.24037103,-1.19233276,1.44780128,-2.24036754,-1552.904167
-0.0,0.0,3.81643835,0.0,-0.0,-3.81643835,0.0,0.0,-1.25243168,-0.0,0.0,1.25243168,0.0,-5.13143101,-0.0,0.0,5.13143101,-0.0,0.0,-2.5346293,0.0,-0.0,2.5346293,-0.0,2.25735887,1.29571939,0.00471068,-2.25735887,-1.29571939,0.00471068,-2.25735887,1.29571939,-0.00471068,2.25735887,-1.29571939,-0.00471068,-1.31991392,1.93290326,2.39956467,1.31991392,-1.93290326,2.39956467,1.31991392,1.93290326,-2.39956467,-1.31991392,-1.93290326,-2.39956467,-1.31033014,-1.93799299,2.40351756,1.31033014,1.93799299,2.40351756,1.31033014,-1.93799299,-2.40351756,-1.31033014,1.93799299,-2.40351756,-1552.718875
-1.82598402,-1.82598551,6.89e-06,1.82598382,1.82598535,6.64e-06,1.82598269,-1.82598439,-4.85e-06,-1.8259824,1.82598417,-4.82e-06,1.86104924,8.63e-06,-1.98171353,-1.86104851,-7.26e-06,-1.98171382,-5.833e-05,1.86104907,-1.98171413,5.79e-05,-1.86104951,-1.98171398,-1.86104969,3.336e-05,1.98171247,1.86104899,-3.194e-05,1.98171246,3.34e-05,1.86105023,1.98171292,-3.337e-05,-1.86105117,1.98171258,2.48912651,2.48899801,2.4510281,-2.48912718,-2.48899782,2.45102817,-2.48899408,2.48913019,2.45102888,2.48899517,-2.48913072,2.45102896,-2.4891152,2.48898631,-2.45102405,2.48911618,-2.48898704,-2.45102421,2.48900451,2.48914095,-2.45103232,-2.48900564,-2.48914091,-2.45103237,-1553.639654
-0.88640984,-1.11116424,0.63567919,0.88640984,1.11116424,0.63567919,-1.3820999,1.43187292,-0.64996123,1.3820999,-1.43187292,-0.64996123,-0.83074925,-1.03362385,-2.04181092,0.83074925,1.03362385,-2.04181092,-1.38677063,1.27199187,1.9956578,1.38677063,-1.27199187,1.9956578,-3.13707452,-0.73083866,1.94568221,3.13707452,0.73083866,1.94568221,-3.70053569,1.7371469,-1.87317262,3.70053569,-1.7371469,-1.87317262,-0.90465555,-0.98081794,3.30906024,0.90465555,0.98081794,3.30906024,-1.57190062,1.15756723,-3.27454149,1.57190062,-1.15756723,-3.27454149,-3.0957243,-0.58985938,-0.76036054,3.0957243,0.58985938,-0.76036054,-3.71501598,1.52234058,0.71376736,3.71501598,-1.52234058,0.71376736,-1555.557674
-3.89806043,-1.03199626,1.4e-07,3.89806043,1.03199626,-1.3e-07,1.03858981,-3.90094116,-5e-08,-1.0385898,3.90094116,5e-08,3.68217066,3.25281793,-1.30375072,-3.68217081,-3.25281785,-1.30375081,-3.25961149,3.69017977,-1.30389671,3.25961098,-3.69018078,-1.30389802,-3.68217067,-3.25281793,1.30375072,3.68217081,3.25281785,1.30375081,3.25961148,-3.69017979,1.30389673,-3.25961097,3.69018079,1.30389804,1.17077555,3.81532685,1.32591025,-1.17077535,-3.81532664,1.32591035,-3.82019929,1.17822663,1.32564072,3.82019947,-1.17822555,1.32564228,-1.17077556,-3.81532685,-1.32591025,1.17077536,3.81532664,-1.32591035,3.82019929,-1.17822662,-1.32564073,-3.82019947,1.17822554,-1.3256423,-1546.391135
9e-08,-0.0,3.66485132,-9e-08,0.0,-3.66485132,0.0,-1.97098944,0.0,0.0,1.97098944,-0.0,-6.21361654,0.0,1e-08,6.21361654,0.0,-1e-08,-3.60902046,0.0,-3e-08,3.60902046,-0.0,3e-08,3.55686442,-0.0,2.59747458,-3.55686445,0.0,2.59747455,-3.55686442,-0.0,-2.59747458,3.55686445,-0.0,-2.59747455,-1.27362384,0.0,-1.35767253,1.2736237,-0.0,-1.3576724,1.27362384,-0.0,1.35767253,-1.2736237,0.0,1.3576724,-2e-08,2.30063484,2.54385079,-2e-08,-2.30063484,2.54385079,2e-08,2.30063484,-2.54385079,2e-08,-2.30063484,-2.54385079,-1549.479695
-0.0,1.34006027,1.30285749,0.0,-1.34006027,1.30285749,-0.0,-3.71773034,0.00035442,0.0,3.71773034,0.00035442,0.0,3.60769504,-2.61315387,-0.0,-3.60769504,-2.61315387,0.0,-1.33211216,-3.93965709,-0.0,1.33211216,-3.93965709,-0.0,1.34007098,-1.30274621,0.0,-1.34007098,-1.30274621,-0.0,1.33170019,3.93964474,0.0,-1.33170019,3.93964474,-0.0,-3.60767992,2.61387029,0.0,3.60767992,2.61387029,1.88619928,-0.0,-2.63229158,-1.88619928,-0.0,-2.63229158,1.88646041,0.0,2.63154643,-1.88646041,-0.0,2.63154643,-1.95772115,-0.0,-0.00042462,1.95772115,0.0,-0.00042462,-1554.257775
0.0,2.089e-05,3.53339188,-0.0,-2.093e-05,-3.53339177,-0.0,-2.4126502,5.45e-06,0.0,2.41265019,-5.14e-06,1.31816104,0.0,5e-08,-1.31816104,0.0,5e-08,3.95761619,-0.0,2e-08,-3.95761619,-0.0,2e-08,2.68482363,-2.27216746,7.12e-06,-2.68482362,2.27216746,-6.98e-06,-2.68482363,-2.27216746,7.12e-06,2.68482362,2.27216746,-6.98e-06,-1.3269972,1.79358546,-2.18706647,1.32698289,-1.79357271,-2.1870841,1.32698296,1.7935729,2.18708387,-1.32699725,-1.79358563,2.18706627,1.32699725,-1.79358563,2.18706627,-1.32698296,1.7935729,2.18708387,-1.32698289,-1.79357271,-2.1870841,1.3269972,1.79358546,-2.18706647,-1553.700014
-0.0,3.85700451,-0.0,0.0,-3.85700451,-0.0,-0.0,1.27430279,-0.0,0.0,-1.27430279,-0.0,2.64127419,0.0,-5e-08,-2.64127419,0.0,-5e-08,5.18041928,0.0,-0.0,-5.18041928,-0.0,0.0,1.2784182,-0.0,-2.13618381,-1.2784182,-0.0,-2.13618381,-1.2784181,-0.0,2.13618388,1.2784181,-0.0,2.13618388,0.0,-3.24601593,-5.66906597,0.0,3.24601593,-5.66906597,-0.0,-3.24601594,5.66906598,0.0,3.24601594,5.66906598,-0.0,1.31131637,-3.98826958,0.0,-1.31131637,-3.98826958,-0.0,1.31131633,3.98826955,0.0,-1.31131633,3.98826955,-1547.29697
-2e-08,0.0,2.09898627,1.344e-05,-0.0,-0.52976882,2.33667762,0.0,3.31570829,-2.3366778,0.0,3.31570757,4.49207963,0.0,-0.74367658,-4.49207797,-0.0,-0.7436775,-4.60593955,0.0,1.86443662,4.6059409,-0.0,1.86443742,-2.17028764,-0.0,-1.88483971,2.1702767,-0.0,-1.88482855,-2.25855645,0.0,0.71239624,2.25855013,-0.0,0.71238964,-3.866447,-0.0,-3.83801675,3.86645,0.0,-3.83801999,1.29576996,-0.0,-4.31435144,-1.29577162,-0.0,-4.31434922,-3.12459048,-2.13643396,2.05186656,3.12459032,2.13643419,2.05186671,-3.12459048,2.13643396,2.05186656,3.12459032,-2.13643419,2.05186671,-1551.265371
