-1.41611873,-1.59667123,-0.44644973
0.95634424,2.28578749,0.27370071
2.74253565,-0.90960115,-0.58616872
-1.52371387,-3.26223983,-0.60366748
-3.07155757,-1.3527379,-0.33528533
-0.71204139,-2.82501772,0.54789565
-2.72666527,0.46579913,-1.82534563
-0.92377523,0.34681788,3.25999945
0.33569983,-0.1143427,3.84308227
3.51815045,2.18737569,-0.42906444
1.37844853,-1.87237315,-0.89084585
2.60620984,-1.36991072,-1.97434372
-2.45100588,-2.55574962,0.55304779
2.11636102,-0.17015314,1.81652736
0.69236195,0.39803276,2.43636778
-0.0487445,-0.03484566,-1.53920327
2.45753953,1.79271569,-1.47325244
-0.23682864,1.58725047,-1.8599307
-1.02919523,3.26789364,3.05634097
1.63805742,-1.89285467,0.78818625
-0.24190005,-2.53169654,-1.03143482
1.32244316,-1.32556138,2.35668404
1.15729954,2.51709131,-1.96494014
0.67933543,2.93942674,1.68974067
-1.08002798,1.76826977,2.69368746
-1.605774,-2.33788973,-1.88075334
3.27214682,-1.86335699,0.41160033
-1.43789966,0.86680575,-0.90763391
-0.92485682,0.43197345,1.70434172
0.48353623,-0.60071425,1.20703672
2.09737906,2.95647661,-0.56755074
0.55988031,1.7063504,-3.28046491
-0.30720173,1.85462928,1.18094708
1.49105516,-0.2863924,-1.05325627
0.23652071,-2.20770066,1.59533748
-1.84043744,1.38759208,0.54017958
1.15317661,-0.93657043,-2.43356714
-1.36453527,0.49120322,-2.47778825
0.13265344,-1.43493684,-3.51294215
-0.31192989,-1.00651967,2.62016048
-3.1110486,0.1436891,0.62081802
1.30512904,0.81843918,-2.12905039
-3.12808392,1.19123005,-0.52559483
-0.5600225,2.17882684,-0.34864986
-2.27889984,-1.09584017,0.88150222
